"Plot_Number","Rice_Cultivar","Experiment_Name","Nitrogen_Rate","Replicate","Yield","Heading_100","Thermal","NDWI","EVI","NAVI","GNDVI","Cigreen","RENDVI","TGI","SAVI","CI_RedEdge","BI","SCI","GLI","NGRDI","SI","VARI","HUE","BGI","PSRI","RVI","TVI","CVI","NDVI","DVI","NRCT","Vegetation_Fraction","contrast_90","dissimilarity_90","homogeneity_90","ASM_90","energy_90","correlation_90"
"35192","RoyJ","Santee_Gold",150,"3",16.90580794,89,30.0924778,-0.8936606,0.7984273,0.9838998,0.8936606,17.3835869,0.7218128,1.7164454,0.3510634,5.2405658,0.016743,-0.5544213,0.5225274,0.5544213,-0.0857669,0.7542272,-3.26e-05,0.3412427,-0.2472025,64.7493057,28.6024628,5.3280025,0.968331,0.3955263,0.154442227,1,35.58485463,4.638269101,0.192413454,0.002192973,0.046829194,0.767241846
"35788","Jefferson","Inbred_Jeff + NIL",130,"1",8.478563073,76,35.4810486,-0.7293716,0.5892914,0.9247047,0.7293716,5.665081,0.5209727,2.5667269,0.2472382,2.2465897,0.035034,-0.3726027,0.3699822,0.3726027,-0.0066211,0.5453268,-8.94e-05,0.4626782,-0.2638609,15.2484932,19.4737358,2.9839053,0.8615802,0.2278225,0.434397899,1,34.24962293,4.576168929,0.196132672,0.002378253,0.048767334,0.77844818
"33808","Scarlett","Tiara",150,"3",12.24559795,84,37.8886871,-0.3937441,0.2442033,0.469539,0.3937441,1.3036067,0.1603065,3.0913525,0.1330026,0.3825905,0.1685823,0.0973207,0.0555194,-0.0973207,0.3587884,-0.1316406,0.0007272,0.5745595,0.1305531,1.899132,9.6981802,2.7993324,0.3079373,0.1099742,0.631218986,0.430232558,167.8888889,10.99483204,0.079830782,0.001812792,0.042576892,0.49719044
"35148","Santee Gold","Santee_Gold",75,"1",10.55358324,90,34.6798363,-0.757822,0.6058581,0.952449,0.757822,6.3568649,0.4975639,2.9137444,0.2589611,2.0004034,0.0292929,-0.4915921,0.499729,0.4915921,0.0214759,0.6497864,-9.31e-05,0.3261146,-0.2694113,21.921093,20.4461403,2.4926293,0.9093761,0.2241882,0.148890083,1,55.8422619,5.967261905,0.160806364,0.002466872,0.049667617,0.783379613
"33794","Tiara","Tiara",150,"2",7.642744386,72,34.6625061,-0.703559,0.6301047,0.9245001,0.703559,4.847403,0.4622608,3.5107703,0.2670424,1.739796,0.0419991,-0.4071103,0.416797,0.4071103,0.0229424,0.5659505,-0.0001525,0.402845,-0.2701361,14.3443546,21.6991653,2.4399812,0.860423,0.2311016,0.400583973,1,24.40421456,3.820561941,0.232993816,0.002882942,0.053693035,0.803451177
"35757","XP753","Hybrid_XP753",130,"1",13.40826032,79,27.0876904,-0.8096247,0.1813299,0.9568064,0.8096247,9.0762691,0.6453277,0.4219936,0.0736523,3.7783351,0.0054477,-0.4379445,0.3934471,0.4379445,-0.1016499,0.6682566,-2.4e-06,0.4811534,-0.2910897,26.1830807,4.8738189,3.895916,0.9183071,0.064316,0.12896484,1,15.51515152,2.87400319,0.31594668,0.004938583,0.070275049,0.858516995
"35180","Carolina Gold","Santee_Gold",150,"2",4.869560963,89,37.2614288,-0.3494395,0.2265315,0.4176378,0.3494395,1.0878958,0.1321,3.5056868,0.1240091,0.3062273,0.2044823,0.0906861,0.0531708,-0.0906861,0.3344332,-0.1249172,0.0010081,0.5992429,0.1271302,1.7473122,9.0748596,2.4991858,0.2668957,0.1004914,0.571041723,0.195348837,51.45219638,5.860465116,0.143886256,0.002433748,0.049333031,0.871666246
"35150","Charleston Gold","Santee_Gold",75,"1",12.839237,83,28.6109715,-0.7815367,0.1694844,0.9604186,0.7815367,7.2737484,0.5837094,0.5493769,0.0687018,2.8330266,0.005903,-0.5153498,0.4745048,0.5153498,-0.1027744,0.7339417,-3.5e-06,0.3929204,-0.3159906,26.1122894,4.587841,2.6368558,0.923959,0.0556318,0.244975904,1,35.95348837,4.57881137,0.202844535,0.003318444,0.057605935,0.77516116
"33784","Scarlett","Tiara",75,"3",10.73999164,79,30.3540897,-0.7286239,0.6682439,0.9446709,0.7286239,5.561461,0.4694866,3.9877341,0.2895388,1.8015811,0.0390502,-0.4863596,0.5099074,0.4863596,0.0643805,0.6278872,-0.0001775,0.3035466,-0.2824877,19.4398956,23.8655529,2.2599635,0.8955489,0.2511607,0.169323066,1,36.7037037,4.851851852,0.175808614,0.001862495,0.04315663,0.79524755
"33771","IAC600","Tiara",75,"2",6.240379656,65,35.007515,-0.6007656,0.5106185,0.8723314,0.6007656,3.157953,0.3772468,3.8046303,0.2138208,1.2428254,0.051224,-0.3437657,0.3718476,0.3437657,0.0664606,0.4805157,-0.0001913,0.4286333,-0.2756403,8.8854427,17.210392,1.989301,0.7766301,0.16476,0.414836281,0.998803828,50.68686869,5.863636364,0.134086836,0.001903106,0.043624605,0.738202013
"35171","Carolina Gold","Santee_Gold",75,"3",6.670552886,88,31.8389511,-0.5930275,0.4889009,0.7708421,0.5930275,2.9268789,0.2338779,5.5296235,0.261122,0.6115254,0.0957621,-0.0556312,0.2538506,0.0556312,0.5040703,0.0658524,-0.0001566,0.2951643,-0.0427041,4.3991394,22.2270565,3.5254943,0.6275861,0.1779118,0.227930271,1,38.20930233,5.11627907,0.151752721,0.002678813,0.051757249,0.851865743
"35154","Charleston Gold","Santee_Gold",75,"1",13.9175379,82,29.3670673,-0.6824642,0.5613731,0.8447517,0.6824642,4.3236752,0.2820167,3.9018421,0.2758205,0.7876972,0.0636942,-0.0998169,0.2728009,0.0998169,0.4335321,0.1214855,-0.000128,0.3233311,-0.0603059,6.5385027,22.7752972,4.3791461,0.7316884,0.1918274,0.074275925,1,47.45454545,5.444444444,0.182417656,0.00244873,0.049484641,0.831498878
"35838","EMBRAPA 1200","Mini_Core",130,"3",8.675160137,89,28.8124161,-0.7443529,0.1990469,0.9506726,0.7443529,6.0665221,0.5620625,0.8020704,0.0807452,2.6387172,0.0086756,-0.4927,0.4614451,0.4927,-0.0775538,0.6994683,-7.9e-06,0.3986759,-0.3433545,20.6078281,5.5098758,2.453054,0.9060534,0.064805,0.260317569,1,39.39444444,4.827777778,0.212429303,0.003155864,0.056177079,0.858488487
"33778","Sierra","Tiara",75,"3",7.10932958,84,29.6984844,-0.718176,0.6438495,0.9424797,0.718176,5.1659079,0.4511225,4.0406423,0.279217,1.6553394,0.0390286,-0.4849683,0.516645,0.4849683,0.0877163,0.6177872,-0.0001776,0.2907214,-0.2820019,18.0860977,22.8747368,2.1342933,0.8914248,0.2338013,0.265523758,1,40.86111111,5.077777778,0.175713045,0.003101852,0.055694271,0.762410652
"35848","WAB462-10-3-1","Mini_Core",130,"4",8.652217565,75,29.6099014,-0.8896701,0.8403395,0.982242,0.8896701,16.8869534,0.6998616,1.8615314,0.3702603,4.689846,0.0190485,-0.5375123,0.4981558,0.5375123,-0.09979,0.7522247,-4.03e-05,0.3720992,-0.2299613,61.4601135,30.7463074,5.4292998,0.9651511,0.4179545,0.126992559,1,32.15458937,4.469806763,0.196267604,0.00203932,0.045158828,0.798081979
"35214","Carolina Gold","Santee_Gold",200,"3",7.05197315,88,36.3997002,-0.3586545,0.233041,0.436143,0.3586545,1.1249478,0.1356613,3.6437931,0.1277564,0.3148686,0.1926924,0.0869488,0.060335,-0.0869488,0.3435841,-0.1186428,0.0008403,0.5824196,0.1189556,1.7884706,9.4828234,2.5288587,0.2802396,0.1006224,0.488370711,0.118686869,69.65340909,6.982954545,0.124726275,0.002348592,0.048462279,0.784568614
"35833","WAB462-10-3-1","Mini_Core",130,"2",8.758326962,76,28.9468346,-0.7243314,0.7239571,0.9311923,0.7243314,5.4223428,0.4700875,4.7472277,0.3255094,1.7926775,0.0490431,-0.4017313,0.473977,0.4017313,0.1957145,0.502672,-0.0002584,0.286607,-0.2525994,15.169466,27.7978382,2.7512808,0.8716189,0.2975891,0.208504593,1,38.79166667,4.59375,0.218808078,0.003448486,0.058723814,0.888794737
"33793","Scarlett","Tiara",150,"2",12.30869002,83,34.8739853,-0.7634076,0.828117,0.9573682,0.7634076,6.4828067,0.5541404,4.2390165,0.3567327,2.4927163,0.043099,-0.5189664,0.4985485,0.5189664,-0.0536095,0.7084077,-0.0001987,0.3530704,-0.3191331,23.7646942,30.7814808,2.3725085,0.9182733,0.3591301,0.40932011,1,18.73882503,3.459131545,0.239267069,0.002907612,0.053922278,0.843804458
"35776","XP753","Hybrid_XP753",130,"3",13.17812175,79,29.6367702,-0.9097198,0.8483481,0.9870569,0.9097198,20.9115314,0.734439,1.6446987,0.3778371,5.5936246,0.0152464,-0.575487,0.5561382,0.575487,-0.0564645,0.7547102,-2.86e-05,0.3012014,-0.2230678,84.5648041,31.3399124,5.9278722,0.9744754,0.4380219,0.128520942,1,34.11726998,4.54638009,0.203969269,0.002191778,0.046816425,0.752645147
"33820","Tiara","Tiara",200,"2",7.031898399,76,31.660635,-0.7462016,0.8484588,0.9031179,0.7462016,5.9059777,0.4684768,4.5946126,0.4017831,1.7660739,0.0702316,-0.2019707,0.3056483,0.2019707,0.2488835,0.2655006,-0.0002589,0.3993401,-0.13418,10.4649124,37.0578461,4.6146569,0.8235421,0.421041,0.355112272,1,51.60465116,5.637873754,0.161238099,0.00301873,0.054942975,0.753416676
"33786","IAC600","Tiara",150,"1",6.274793514,67,32.1683655,-0.2811581,0.2329672,0.4309022,0.2811581,0.8331366,0.0704063,3.51917,0.1031915,0.1665962,0.1574059,-0.0043174,0.0941633,0.0043174,0.1987849,0.007414,1.17e-05,0.6641588,-0.0039493,1.8679328,8.2016869,1.8104688,0.283821,0.040701,0.335548311,0.07424594,49.15503876,4.989664083,0.22200908,0.003375198,0.058096453,0.734850765
"35803","Jefferson","Inbred_Jeff + NIL",130,"3",8.461356451,75,27.9860497,-0.6860066,0.6917391,0.8974689,0.6860066,4.400218,0.4253525,4.8220806,0.3142102,1.4868091,0.0608416,-0.295661,0.3818006,0.295661,0.2150766,0.3823991,-0.0002758,0.3506118,-0.2089811,10.0910797,26.9968643,2.9339888,0.8145598,0.2812572,0.135620725,1,53.81804511,5.790977444,0.164119396,0.002101871,0.045846169,0.719678667
"33813","Tiara","Tiara",200,"1",6.773794461,76,29.3523731,-0.7952821,0.7786255,0.9414092,0.7952821,7.7957706,0.5197384,3.2049632,0.3507705,2.1680958,0.0393857,-0.3232473,0.393415,0.3232473,0.1747741,0.4238053,-0.0001233,0.3589631,-0.1757889,17.3285255,29.6996613,4.5088096,0.8893915,0.3459382,0.239268264,1,84.06666667,7.327777778,0.129858212,0.002650463,0.051482647,0.601862786
"35181","Charleston Gold","Santee_Gold",150,"2",9.549845705,86,31.4959507,-0.6720968,0.6353605,0.9104776,0.6720968,4.2227569,0.3995714,3.7986853,0.2659188,1.3521045,0.0489757,-0.3875942,0.3893576,0.3875942,0.0033148,0.5554842,-0.0001875,0.4378429,-0.2513241,12.2059326,21.8467274,2.2705441,0.8369513,0.2122047,0.289952427,1,19.1875,3.289772727,0.258725671,0.004576123,0.067647051,0.919108395
"35790","Jefferson","Inbred_Jeff + NIL",130,"2",7.951610269,76,34.9042625,-0.7526195,0.6411402,0.9332451,0.7526195,6.2181973,0.5486506,2.6017852,0.27105,2.4660304,0.0354234,-0.3669053,0.3665955,0.3669053,-0.0006681,0.5373691,-9.21e-05,0.4637916,-0.2573434,15.9246826,21.6264515,3.3218729,0.8753549,0.2602182,0.410570941,1,28.12669683,4.138763198,0.208227156,0.002589895,0.05089101,0.753080555
"35157","Charleston Gold","Santee_Gold",75,"2",12.33736824,83,28.7553425,-0.7395549,0.6990713,0.9310706,0.7395549,5.7167697,0.4621211,4.1294203,0.3150022,1.723125,0.0443141,-0.3710167,0.4529072,0.3710167,0.2184223,0.4648149,-0.0001932,0.2942211,-0.2197968,14.7019749,26.4536743,3.0794535,0.8711297,0.2825307,0.193978375,1,56.59444444,6.161111111,0.140778114,0.002608025,0.051068823,0.735525942
"35776","XP753","Hybrid_XP753",130,"3",13.17812175,79,30.609745,-0.6052277,0.5194749,0.8026514,0.6052277,3.0847645,0.294515,4.5445914,0.2518859,0.8382721,0.0800882,-0.111594,0.2563404,0.111594,0.3506782,0.1417922,-0.0001997,0.3845803,-0.0898221,5.1292982,21.0317783,3.2688196,0.6708962,0.1906852,0.135271926,1,36.4962406,4.72481203,0.197844198,0.002242071,0.047350516,0.825872398
"33763","Sierra","Tiara",75,"1",8.331021553,83,28.7618351,-0.6945689,0.1459434,0.9335784,0.6945689,4.6876216,0.4889789,0.6481819,0.0587143,1.9479324,0.0077516,-0.4700539,0.4259876,0.4700539,-0.1048161,0.6978008,-5.2e-06,0.4449177,-0.3329418,16.0738945,3.9873104,2.0289435,0.875992,0.0434245,0.256465415,1,43.51679587,5.082687339,0.187606072,0.002951212,0.054325054,0.787226552
"33762","Tiara","Tiara",75,"1",5.922051466,71,29.1623726,-0.7143823,0.1646598,0.9388256,0.7143823,5.0354548,0.4735588,0.7080751,0.0665346,1.8054001,0.0081557,-0.4640888,0.4380907,0.4640888,-0.0631743,0.6668707,-6.1e-06,0.4155579,-0.2951654,16.5345497,4.5180054,2.2069232,0.8847826,0.0480342,0.286969766,1,49.72609819,5.607235142,0.160264305,0.002831026,0.053207391,0.769021966
"35791","NIL 43","Inbred_Jeff + NIL",130,"2",9.347497492,84,34.2192459,-0.8396998,0.8004653,0.971148,0.8396998,10.5283737,0.6502843,2.3521514,0.3438183,3.7319221,0.0267207,-0.5025725,0.4498675,0.5025725,-0.1273025,0.7409906,-6.6e-05,0.4279321,-0.2748848,34.865078,28.3529015,3.8220592,0.9439231,0.3688413,0.126976143,1,37.00637959,4.897926635,0.16747079,0.002380898,0.048794445,0.776964637
"35200","RoyJ","Santee_Gold",200,"1",15.64396646,90,30.205452,-0.8092491,0.7144994,0.9478255,0.8092491,8.5499191,0.5446493,2.6784372,0.3189479,2.4015431,0.0314364,-0.3414651,0.4139661,0.3414651,0.184628,0.4414917,-8.46e-05,0.3379044,-0.1811618,19.6290646,26.0365696,4.6776767,0.9009476,0.3108381,0.113863822,1,45.72727273,5.454545455,0.135686343,0.00277714,0.052698578,0.767129252
"35171","Carolina Gold","Santee_Gold",75,"3",6.670552886,88,32.3748817,-0.5724356,0.5144697,0.7875519,0.5724356,2.6868358,0.2383203,5.9199371,0.2600867,0.626551,0.093141,-0.1235491,0.2872019,0.1235491,0.4090364,0.1513705,-0.0003223,0.327269,-0.0969172,4.7327046,22.4076004,2.8815,0.6498258,0.1733965,0.229011008,1,39.79545455,5.090909091,0.1703684,0.002998289,0.054756634,0.813558645
"35811","WAB462-10-3-1","Mini_Core",130,"1",8.356831947,75,39.0017014,-0.7728891,0.7093111,0.9435597,0.7728891,6.9482188,0.521962,3.6065924,0.3182904,2.1998408,0.0375135,-0.3866903,0.4660769,0.3866903,0.2140788,0.4823285,-0.0001493,0.2855053,-0.2274741,17.968544,26.4257259,3.5630362,0.893225,0.3036822,0.396830749,1,37.80978261,4.72826087,0.20305264,0.002654625,0.051523058,0.867555666
"35857","M-202","Mini_Core",130,"4",13.55906021,74,32.0791245,-0.6701719,0.6074438,0.8929189,0.6701719,4.1315045,0.3589288,4.6093426,0.2765097,1.1269399,0.0544583,-0.2991064,0.4034124,0.2991064,0.2694193,0.3738616,-0.0002457,0.310279,-0.1916189,9.6001759,23.0201378,2.8018279,0.8070248,0.2116761,0.202337256,1,35.40338164,4.693236715,0.187377837,0.00277136,0.052643707,0.850732739
"33794","Tiara","Tiara",150,"2",7.642744386,72,31.4180374,-0.3574354,0.2719432,0.5840232,0.3574354,1.1554222,0.1446752,2.6709018,0.1113083,0.3475154,0.0921276,-0.0742543,0.1345299,0.0742543,0.1309486,0.1165896,-0.0001204,0.6642008,-0.0852272,2.5274389,8.7034607,1.8484902,0.4185021,0.0586424,0.284669175,0.252525253,62.18465909,6.258522727,0.145647682,0.002905475,0.05390246,0.659207397
"35792","Jefferson","Inbred_Jeff + NIL",130,"2",7.915046197,75,36.4443817,-0.5968961,0.5671296,0.8217493,0.5968961,3.2086294,0.4620104,3.4869647,0.2383049,1.7725345,0.0740108,-0.2052149,0.2397296,0.2052149,0.0768371,0.3134626,-0.0001994,0.5652987,-0.2183183,6.7819915,19.6720333,2.7172894,0.7046287,0.2366789,0.474193232,0.979426892,37.75188537,4.445701357,0.243201801,0.001805675,0.042493235,0.914202715
"33798","IAC600","Tiara",150,"2",6.79100139,69,31.9353542,-0.3355763,0.2287294,0.5547299,0.3355763,1.0890326,0.1305991,2.6673036,0.0956134,0.3203088,0.0842804,-0.0764743,0.1480737,0.0764743,0.1565915,0.1155814,-9.7e-05,0.6259541,-0.0868417,2.4853885,7.3497295,1.7665292,0.3977268,0.0467874,0.319747997,0.234090909,39.87626263,5.28030303,0.128305273,0.002697429,0.051936777,0.869179775
"35151","RoyJ","Santee_Gold",75,"1",14.23013045,85,30.3013954,-0.6520244,0.4710932,0.8500939,0.6520244,3.7933986,0.3094148,3.3310905,0.2165094,0.9019169,0.0488834,-0.1760391,0.3149941,0.1760391,0.3458786,0.2205384,-0.0001191,0.3397103,-0.1168593,6.9623513,16.9936962,3.3566933,0.7404697,0.1500807,0.118394185,1,39.16414141,5.164141414,0.154530391,0.002958882,0.054395604,0.754241019
"35835","XP753","Mini_Core",130,"3",17.30156731,75,31.1240005,-0.7178277,1.0573831,0.9195959,0.7178277,5.1167736,0.4534692,8.2276564,0.4965327,1.6657647,0.0981728,-0.3439128,0.4063412,0.3439128,0.1567622,0.4522511,-0.0008125,0.3559202,-0.2232676,12.5742788,51.8587532,2.9903924,0.8512725,0.5529136,0.305466298,1,64.09937888,6.577639752,0.132698228,0.002681224,0.051780534,0.748757658
"33792","Tiara","Tiara",150,"1",6.854093464,74,35.051445,-0.8227314,0.9034563,0.9739474,0.8227314,9.3076496,0.6043549,3.45555,0.3918088,3.0597534,0.0341826,-0.5774251,0.5214311,0.5774251,-0.1483009,0.8075532,-0.0001276,0.3612894,-0.2886736,38.5064545,34.0301552,2.764179,0.9492218,0.4183063,0.166570458,1,44.63049096,5.30749354,0.17883244,0.002607349,0.051062204,0.789658704
"35812","Jefferson","Mini_Core",130,"1",7.981147326,75,37.1571121,-0.3868119,0.2219637,0.430062,0.3868119,1.2671671,0.1580893,2.3386869,0.121935,0.3769789,0.1796726,0.1247285,0.0260114,-0.1247285,0.3539289,-0.170404,0.0010175,0.6133986,0.17386,1.767795,8.3454714,2.9134955,0.2751395,0.109791,0.561034151,0.31884058,125.8586957,9.684782609,0.070833023,0.002292799,0.04788318,0.388567964
"35804","NIL 43","Inbred_Jeff + NIL",130,"3",9.412022326,84,35.9851723,-0.3658766,0.2087855,0.4192134,0.3658766,1.1589291,0.1417312,2.7418356,0.1140759,0.3310454,0.1759429,0.1110798,0.0397088,-0.1110798,0.3534973,-0.151145,0.0008646,0.5971836,0.1544392,1.7267056,7.8293862,2.7025151,0.2656688,0.0947514,0.448602201,0.037151703,74.6127451,7.080065359,0.124581625,0.001914328,0.043753032,0.698881594
"33805","Sierra","Tiara",150,"3",8.841493786,88,28.6030483,-0.840583,0.8104442,0.978191,0.840583,10.6485662,0.6272674,2.8694501,0.3545754,3.3827155,0.0259078,-0.5984405,0.5696339,0.5984405,-0.0837817,0.784763,-8.42e-05,0.2975033,-0.2827002,46.7043343,29.5671768,2.935905,0.9573318,0.3717848,0.182425399,1,66.70833333,6.641666667,0.132733254,0.002364969,0.048630948,0.718667955
"35170","Santee Gold","Santee_Gold",75,"3",11.20744655,90,29.6114235,-0.6664194,0.6396089,0.8909395,0.6664194,4.0112662,0.3084571,5.5360417,0.3017569,0.8934118,0.0613247,-0.2952926,0.428406,0.2952926,0.3597264,0.3539201,-0.0003297,0.2555792,-0.1725304,9.2527761,25.898571,2.7476716,0.8034842,0.2133305,0.085814245,1,32.37626263,4.578282828,0.17758931,0.002611341,0.051101279,0.865157247
"35177","Charleston Gold","Santee_Gold",150,"1",9.231517515,86,30.6050034,-0.7812957,0.9041259,0.9446285,0.7812957,7.2922349,0.5104036,4.6949363,0.411162,2.105346,0.0530261,-0.3784021,0.4300258,0.3784021,0.1314654,0.4968088,-0.0002812,0.3462232,-0.2072231,18.393568,37.7995567,3.7632906,0.8951547,0.4266215,0.257452006,1,33.39825581,4.60755814,0.193836006,0.00278867,0.052807855,0.89532133
"35783","Jefferson","Inbred_Jeff + NIL",130,"1",7.190217238,76,30.5978317,-0.6694325,0.706837,0.861963,0.6694325,4.0718608,0.37819,5.2419763,0.3372214,1.2209042,0.0815444,-0.1815024,0.2989325,0.1815024,0.2838935,0.235095,-0.0003195,0.3863808,-0.1336403,7.3733959,30.1482468,3.5168056,0.7578517,0.3053748,0.256788649,1,53.91021672,6.003095975,0.131674529,0.001928994,0.043920313,0.755919636
"35152","Santee Gold","Santee_Gold",75,"1",10.05745012,90,31.803957,-0.6172773,0.533804,0.8105346,0.6172773,3.2521069,0.2796087,4.8328476,0.2629585,0.7789094,0.0797686,-0.1148979,0.2722133,0.1148979,0.3886802,0.1429178,-0.0002237,0.3491198,-0.0849693,5.4011922,22.2179279,3.3877816,0.6824127,0.1913171,0.198691555,1,45.00757576,5.482323232,0.1512185,0.002971636,0.05451271,0.793217223
"35754","XP753","Hybrid_XP753",130,"1",13.88789492,79,30.5220203,-0.718374,0.8549636,0.9246699,0.718374,5.1468868,0.4309315,5.7301474,0.3868811,1.5214363,0.0653966,-0.3717513,0.4278443,0.3717513,0.1429499,0.4861939,-0.0003878,0.3433821,-0.2227711,13.4804296,35.3982887,2.8188348,0.8600385,0.3613626,0.249775092,1,35.91245791,4.666666667,0.191124489,0.002658459,0.051560245,0.797121377
"33831","Tiara","Tiara",200,"3",7.246985014,74,30.9737129,-0.7305278,1.1108954,0.9150045,0.7305278,5.5494394,0.4550588,9.3193884,0.5474933,1.6933726,0.1146852,-0.2963233,0.3864706,0.2963233,0.2258043,0.3782113,-0.0010518,0.3405774,-0.1853964,12.4219322,61.2857246,3.7110126,0.8438757,0.6606647,0.291562601,1,31.73863636,4.528409091,0.1895725,0.003131457,0.055959419,0.841754629
"35765","XP753","Hybrid_XP753",130,"2",15.49456326,79,29.902916,-0.6665493,0.6342856,0.8782397,0.6665493,4.0296259,0.3350118,4.9066596,0.2960109,1.0129099,0.0633452,-0.2461725,0.3652803,0.2461725,0.3014633,0.3086408,-0.0002732,0.3245397,-0.1579956,8.3656464,25.2327881,3.0437872,0.7833136,0.2268112,0.09957828,1,42.42255639,5.165413534,0.172568884,0.002037424,0.045137838,0.832271345
"35199","Santee Gold","Santee_Gold",200,"1",9.544110062,92,30.9441986,-0.744131,0.9787832,0.9451821,0.744131,5.8782439,0.4576667,6.3132005,0.4383956,1.6955047,0.0658163,-0.4564289,0.477806,0.4564289,0.0562763,0.6029705,-0.000455,0.3334191,-0.2467349,18.4560757,41.6913948,2.5725181,0.8961188,0.4325106,0.288832272,1,19.92358804,3.53820598,0.227398779,0.003598194,0.05998495,0.920109244
"35825","EMBRAPA 1200","Mini_Core",130,"2",8.027032471,89,38.8918266,-0.7961474,0.8667734,0.966117,0.7961474,8.3091822,0.5791321,4.372057,0.3847065,2.840003,0.0403096,-0.5477088,0.5514798,0.5477088,0.0104099,0.703447,-0.0002206,0.2859147,-0.2970102,32.5304184,33.850975,2.7111685,0.9346936,0.4023744,0.390947316,1,20.40425532,3.515957447,0.251207599,0.003511911,0.059261383,0.918369006
"35156","Carolina Gold","Santee_Gold",75,"2",6.727909317,89,30.0276966,-0.7029984,0.6366663,0.9445311,0.7029984,4.827405,0.4278641,4.5480776,0.278933,1.5127026,0.0402158,-0.5257854,0.5721698,0.5257854,0.1407048,0.6390663,-0.0002097,0.2332307,-0.297942,19.3756924,22.9909725,1.7983003,0.895295,0.2247238,0.150757424,1,33.93805875,4.534482759,0.205233547,0.00217811,0.046670221,0.780341149
"35773","XP753","Hybrid_XP753",130,"3",14.53099242,79,38.3429489,-0.8074568,0.8205483,0.9578258,0.8074568,8.5294323,0.5824962,3.6127532,0.368714,2.8068299,0.036968,-0.4328474,0.4781922,0.4328474,0.1229716,0.556299,-0.0001512,0.3115745,-0.2433674,24.1019573,31.8890266,3.801069,0.9191176,0.3897476,0.361556753,1,20.75696594,3.580495356,0.23666984,0.003590804,0.059923318,0.876153157
"35780","NIL 43","Inbred_Jeff + NIL",130,"1",8.6742884,85,27.7765789,-0.8327538,0.210098,0.9747503,0.8327538,10.0049734,0.6645539,0.5087186,0.0853579,3.9743795,0.0054909,-0.5669631,0.4815367,0.5669631,-0.210261,0.8487274,-2.9e-06,0.4236185,-0.3274612,39.8979187,5.6942115,3.0412872,0.9507533,0.0744051,0.181429696,1,38.8013468,4.942760943,0.179631783,0.002479906,0.049798651,0.776785752
"35779","XP753","Hybrid_XP753",130,"3",14.82135417,79,30.5384007,-0.5119444,0.4411663,0.7363682,0.5119444,2.5283897,0.2759775,3.0943172,0.1838567,0.8519475,0.0736871,-0.1849618,0.2254904,0.1849618,0.0884491,0.277267,-0.0001423,0.5768288,-0.1498885,5.8707919,14.7731209,2.2580009,0.6110277,0.1343976,0.225021789,0.708823529,14.93653251,3.017027864,0.285562626,0.002578382,0.050777769,0.975042544
"35197","Carolina Gold","Santee_Gold",200,"1",3.745374922,89,27.853159,-0.7336913,0.2597473,0.9620536,0.7336913,5.5299249,0.5106248,1.2116369,0.1056195,2.0918036,0.0114282,-0.603846,0.5492203,0.603846,-0.1510261,0.8256884,-1.52e-05,0.3349968,-0.356943,26.4464645,7.4103479,1.614229,0.9268909,0.0802872,0.187261942,1,20.12790698,3.418604651,0.27230056,0.003211195,0.056667409,0.935878713
"33819","Scarlett","Tiara",200,"2",13.5848706,86,28.1579914,-0.8358409,0.2167051,0.9707838,0.8358409,10.2045641,0.6906607,0.4588371,0.0878601,4.4732289,0.0058127,-0.5074449,0.4119202,0.5074449,-0.2154626,0.8207222,-2.7e-06,0.5063802,-0.3290027,34.3016663,5.8533936,3.6637809,0.9432299,0.0788523,0.21047753,1,44.65697674,5.302325581,0.163119315,0.003016833,0.054925708,0.817280104
"35783","Jefferson","Inbred_Jeff + NIL",130,"1",7.190217238,76,32.5621948,-0.5820425,0.454574,0.7649441,0.5820425,2.7977862,0.2755419,3.8821754,0.2212282,0.7624412,0.0816172,-0.0602332,0.2090228,0.0602332,0.3552516,0.0775161,-0.0001071,0.4219312,-0.0519087,4.2985921,17.8931484,3.3703847,0.6199554,0.164051,0.238958413,1,58.70123839,6.320433437,0.128634807,0.001733698,0.041637702,0.758929951
"35761","XP753","Hybrid_XP753",130,"2",15.02783364,79,31.4469624,-0.5819032,0.4952298,0.7770104,0.5819032,2.8006792,0.2700161,4.5965996,0.2426077,0.7424606,0.0879399,-0.0876343,0.2337969,0.0876343,0.3512466,0.1121353,-0.0001838,0.4030184,-0.0729082,4.5535879,20.2651787,3.188554,0.6361651,0.1780853,0.179733051,1,35.41640867,4.781733746,0.183567448,0.002133875,0.04619388,0.838953058
"35751","XP753","Hybrid_XP753",130,"1",14.28364723,79,29.4276218,-0.8766623,0.905291,0.9844652,0.8766623,14.3537092,0.6974902,2.4962318,0.4004347,4.6373215,0.0229129,-0.6189513,0.5661255,0.6189513,-0.1502444,0.8344035,-6.33e-05,0.3189868,-0.2815041,65.7486038,34.3325005,3.6123381,0.9694166,0.4620554,0.116624268,1,14.25490196,2.973604827,0.275391298,0.003108798,0.055756596,0.881149183
"33806","Sierra","Tiara",150,"3",7.768928533,86,29.7626324,-0.7206062,0.7436373,0.9180319,0.7206062,5.2022266,0.3986174,5.0484161,0.344206,1.33083,0.0560094,-0.33178,0.4340535,0.33178,0.2713482,0.4099408,-0.0002835,0.2870715,-0.1871845,12.4798956,30.0151539,3.1285779,0.8487347,0.2929305,0.09295419,1,51.24431818,5.517045455,0.188292298,0.002792485,0.052843964,0.770464554
