"Plot_Number","Rice_Cultivar","Experiment_Name","Nitrogen_Rate","Replicate","Yield","Heading_100","Thermal","NDWI","EVI","NAVI","GNDVI","Cigreen","RENDVI","TGI","SAVI","CI_RedEdge","BI","SCI","GLI","NGRDI","SI","VARI","HUE","BGI","PSRI","RVI","TVI","CVI","NDVI","DVI","NRCT","Vegetation_Fraction","contrast_90","dissimilarity_90","homogeneity_90","ASM_90","energy_90","correlation_90"
"35801","Jefferson","Inbred_Jeff + NIL",130,"3",8.072056624,74,30.8189716,-0.571562,0.3993346,0.7767473,0.571562,2.774174,0.3082963,2.1037848,0.1678494,0.9177625,0.0575028,-0.1162158,0.1746566,0.1162158,0.1275782,0.177644,-7.12e-05,0.6123556,-0.1026562,4.8986263,12.7653952,2.9463725,0.6398461,0.1235317,0.244047042,0.986764706,51.00619195,5.866873065,0.136794716,0.001774435,0.04212404,0.849679394
"35759","XP753","Hybrid_XP753",130,"1",14.82995748,79,35.7494583,-0.3308947,0.1980564,0.3695208,0.3308947,0.9974169,0.1245321,2.7250226,0.1082873,0.2861233,0.2164622,0.1114305,0.0272028,-0.1114305,0.3208795,-0.1560183,0.0012626,0.6432882,0.1621316,1.5977738,7.3425527,2.4989166,0.2279315,0.0948427,0.425988788,0.04870624,49.91503268,5.516339869,0.173290679,0.001838235,0.042874646,0.852940662
"35165","RoyJ","Santee_Gold",75,"3",12.45494892,83,36.5832138,-0.3561658,0.1933488,0.3862379,0.3561658,1.1097519,0.1346497,2.5674055,0.1085936,0.3118654,0.1926465,0.1268473,0.0266003,-0.1268473,0.3611986,-0.1724977,0.0011886,0.6059036,0.1812161,1.6362861,7.1045194,2.7221208,0.2401028,0.0955454,0.505976323,0.015503876,128.2616279,9.203488372,0.098591599,0.002454874,0.049546688,0.552119681
"35786","Jefferson","Inbred_Jeff + NIL",130,"1",8.091414074,75,27.4989777,-0.7978319,0.2144191,0.9644249,0.7978319,7.9140658,0.6129491,0.6430552,0.087142,3.172699,0.0070484,-0.5192778,0.4667262,0.5192778,-0.1296958,0.7548413,-4.8e-06,0.4108399,-0.3202512,28.1839161,5.873538,2.8240092,0.9313001,0.0732516,0.160288,1,53.91950464,5.801857585,0.167720337,0.002050005,0.045276984,0.748795733
"35757","XP753","Hybrid_XP753",130,"1",13.40826032,79,30.0673122,-0.4965057,0.4045578,0.7119276,0.4965057,2.379168,0.2560851,2.6686912,0.1673403,0.7797471,0.0721166,-0.1508567,0.1929708,0.1508567,0.0912305,0.2324456,-0.0001126,0.6147804,-0.1281982,5.0231986,13.2261658,2.3484302,0.5822313,0.1182011,0.193077732,0.700440529,21.20897833,3.530959752,0.263151612,0.002705384,0.052013305,0.963936888
"33785","Tiara","Tiara",150,"1",7.115065223,75,32.1195145,-0.7194526,0.6581945,0.8976082,0.7194526,5.1528306,0.439222,3.6093779,0.2989852,1.5692331,0.0518217,-0.2315576,0.3291567,0.2315576,0.2366592,0.3032023,-0.0001594,0.3850817,-0.155977,9.9452648,24.8585415,3.86516,0.8145192,0.2693414,0.397564847,1,34.2877907,4.752906977,0.176216916,0.003050635,0.055232558,0.818329911
"35767","XP753","Hybrid_XP753",130,"2",16.02366689,79,27.827898,-0.7622092,0.7753325,0.9519784,0.7622092,6.47504,0.53023,4.0732136,0.339673,2.2691236,0.041195,-0.4769523,0.4933195,0.4769523,0.0440845,0.6273208,-0.0001864,0.3246609,-0.2831358,21.2402935,28.9747963,2.6453192,0.9084391,0.3315664,0.123623579,1,38.9518797,4.990977444,0.186539521,0.002159534,0.046470788,0.825288084
"33772","Scarlett","Tiara",75,"2",11.62041285,78,37.9997177,-0.4181741,0.2804308,0.5075868,0.4181741,1.4528228,0.1807618,3.2139056,0.1509291,0.4442768,0.1676361,0.0866789,0.0628492,-0.0866789,0.3497798,-0.1177576,0.0006781,0.5742306,0.1144898,2.0743365,11.4559259,2.9099796,0.3430957,0.1287744,0.641870688,0.736434109,137.4186047,9.843023256,0.081686283,0.001935168,0.043990541,0.65750744
"35163","Charleston Gold","Santee_Gold",75,"2",11.7064475,82,36.6349144,-0.7816299,0.6914828,0.9407429,0.7816299,7.1993742,0.5087831,3.3024828,0.3133769,2.0778427,0.0352415,-0.3501618,0.4526066,0.3501618,0.2772431,0.4290516,-0.0001184,0.271964,-0.1948066,17.1529236,25.7428284,3.9528165,0.8882114,0.2943812,0.270097354,1,36.51515152,4.883838384,0.181314227,0.002786705,0.052789255,0.859891126
"35163","Charleston Gold","Santee_Gold",75,"2",11.7064475,82,31.628561,-0.6170504,0.4261806,0.7407578,0.6170504,3.237927,0.2457421,3.0404127,0.2203945,0.6524857,0.0837896,0.0438149,0.1415384,-0.0438149,0.4523712,-0.0547181,8.84e-05,0.4123918,0.0366648,3.8885727,17.3523312,4.6429443,0.5888023,0.1568044,0.189377041,1,41.68181818,5.102272727,0.170482734,0.002978112,0.054572082,0.776238436
"33824","Tiara","Tiara",200,"2",7.393243912,74,36.1278267,-0.84684,0.894166,0.9778449,0.84684,11.0965281,0.6428838,2.8200858,0.3877512,3.6076367,0.0287515,-0.5781383,0.5076813,0.5781383,-0.1813544,0.8312451,-8.67e-05,0.3858913,-0.2794978,45.2844887,33.2165756,3.2403042,0.9566532,0.4254211,0.217782603,1,50.33333333,5.714285714,0.146155518,0.002608596,0.051074412,0.772048261
"35750","XP753","Hybrid_XP753",130,"1",13.11359692,79,29.2308559,-0.76206,0.8183169,0.9512769,0.76206,6.4589362,0.5320086,4.4086242,0.3603108,2.2834561,0.0449371,-0.4707296,0.4898193,0.4707296,0.0510021,0.6187111,-0.0002181,0.3249992,-0.2824879,20.7953606,31.272604,2.6845629,0.9071346,0.3583359,0.230050094,1,44.44571429,5.394285714,0.148154265,0.001888776,0.043460045,0.799179808
"33803","Tiara","Tiara",150,"3",5.05023372,74,28.632925,-0.7966916,0.7703177,0.9351686,0.7966916,7.9020705,0.5167449,3.0414791,0.3499258,2.1451859,0.0403487,-0.2768585,0.3611694,0.2768585,0.2067306,0.3628452,-0.0001121,0.3715409,-0.1524687,15.9801197,29.6093464,5.0573092,0.8784738,0.3475273,0.18469191,1,75.77717391,6.97826087,0.126292388,0.002370333,0.048686068,0.607352807
"33816","IAC600","Tiara",200,"1",5.944994038,68,31.4437046,-0.6154702,0.4455612,0.8047295,0.6154702,3.3721731,0.3277685,2.3779082,0.1941156,1.0023125,0.0537119,-0.1286984,0.2049072,0.1286984,0.1711677,0.1835686,-8.63e-05,0.5493936,-0.0951799,5.9957213,15.280467,3.3205841,0.6801259,0.1515141,0.335043248,0.951456311,36.46428571,4.797619048,0.206192272,0.002568736,0.050682698,0.897979911
"35778","XP753","Hybrid_XP753",130,"3",15.74405928,79,34.4163246,-0.6200035,0.53975,0.8075156,0.6200035,3.2897472,0.3056158,4.4929438,0.2638083,0.8844752,0.0809149,-0.1012677,0.2496027,0.1012677,0.3595427,0.1283332,-0.000185,0.3848377,-0.0800733,5.2813382,22.17449,3.5046325,0.6778815,0.206697,0.337423482,1,52.17182663,5.626934985,0.166879884,0.001870285,0.043246796,0.791750358
"35768","XP753","Hybrid_XP753",130,"2",12.46404693,79,30.9414577,-0.5685045,0.4838387,0.7650579,0.5685045,2.6495626,0.2598837,4.8203316,0.2397696,0.7041835,0.0924697,-0.0814827,0.2321218,0.0814827,0.3633516,0.1035813,-0.000191,0.3970387,-0.0692587,4.3173375,20.1109467,3.1026945,0.6203665,0.174331,0.152887864,1,41.04411765,5.129411765,0.16210883,0.001918253,0.043797861,0.81808513
"35765","XP753","Hybrid_XP753",130,"2",15.49456326,79,30.1731415,-0.5077189,0.4198765,0.7004088,0.5077189,2.8397379,0.2692415,2.617595,0.1757183,0.903841,0.0702953,-0.167782,0.2093784,0.167782,0.0906418,0.2534283,-9.16e-05,0.5954877,-0.1253341,6.3357525,13.9513397,2.4580376,0.5868354,0.1319229,0.200253894,0.652542373,18.79102167,3.088235294,0.331534116,0.004031717,0.063495803,0.978504327
"33823","Sierra","Tiara",200,"2",8.124538403,87,31.8445568,-0.366176,0.2773978,0.6162522,0.366176,1.2111679,0.1555558,3.0136893,0.1147764,0.3810213,0.0837602,-0.1089559,0.1703382,0.1089559,0.1337299,0.1652117,-0.000149,0.6142951,-0.1205262,2.8013945,9.0565805,1.7568038,0.4533626,0.0602413,0.313591042,0.285353535,44.69318182,5.494318182,0.164619712,0.002840909,0.053300179,0.81390217
"33820","Tiara","Tiara",200,"2",7.031898399,76,38.2999191,-0.3337684,0.1863684,0.3611208,0.3337684,1.0097452,0.1205366,2.6976676,0.1041471,0.2752495,0.2119244,0.1207713,0.0257768,-0.1207713,0.3423282,-0.1665709,0.0013498,0.6249259,0.1755378,1.5789665,6.7808676,2.5608015,0.2218966,0.0902208,0.670671137,0.045454545,57.12215909,5.991477273,0.15514152,0.002857051,0.053451386,0.801288142
"33794","Tiara","Tiara",150,"2",7.642744386,72,30.9514027,-0.568156,0.4709685,0.7872002,0.568156,2.651731,0.2646049,4.4394274,0.2220596,0.7225257,0.0772728,-0.1309789,0.260438,0.1309789,0.3101566,0.1695708,-0.0002213,0.4050889,-0.108326,4.7775788,18.3375683,2.8145578,0.6499093,0.1543473,0.153415966,1,37.175,4.975,0.170338499,0.002550154,0.050499053,0.879321719
"33825","Sierra","Tiara",200,"3",8.090124545,86,30.5096951,-0.84468,0.7883789,0.9760433,0.84468,11.3282928,0.6411083,2.5551453,0.3435844,3.6408756,0.0245772,-0.5607985,0.531638,0.5607985,-0.0793179,0.7561039,-7.16e-05,0.3303404,-0.274027,44.3765602,28.3312569,3.4606049,0.953279,0.3630206,0.178174193,1,56.99425287,6.04789272,0.148898582,0.001515481,0.038929185,0.719917724
"35771","XP753","Hybrid_XP753",130,"3",13.53515916,79,30.6501884,-0.6007705,0.5377967,0.8005256,0.6007705,3.029314,0.2924278,4.8661914,0.2622123,0.8295665,0.0857262,-0.1142249,0.2569054,0.1142249,0.345132,0.1455291,-0.0002305,0.3872877,-0.0921628,5.0945091,22.2519054,3.2048404,0.6681865,0.2009981,0.137419696,1,35.0887218,4.790977444,0.179582374,0.002269207,0.047636193,0.82295976
"35181","Charleston Gold","Santee_Gold",150,"2",9.549845705,86,28.5453587,-0.8474159,0.2255392,0.9770108,0.8474159,11.1380587,0.6954164,0.5075057,0.091973,4.5735307,0.0053382,-0.5646755,0.492006,0.5646755,-0.1827541,0.8246261,-2.9e-06,0.4027791,-0.3317139,43.6706924,6.1371732,3.3783116,0.9550589,0.0825348,0.239978826,1,34.75,4.715116279,0.192577184,0.002894301,0.053798708,0.829613611
"35825","EMBRAPA 1200","Mini_Core",130,"2",8.027032471,89,32.6834373,-0.5795126,0.523012,0.8463522,0.5795126,3.1053355,0.3755572,3.7548485,0.2176173,1.3032941,0.0561294,-0.3189704,0.3379473,0.3189704,0.042621,0.4599575,-0.0001979,0.4751612,-0.269132,8.68538,17.8189087,2.0221183,0.7431881,0.1778706,0.318828587,0.908466819,29.74094203,4.262681159,0.214069306,0.001833291,0.042816948,0.891698509
"33831","Tiara","Tiara",200,"3",7.246985014,74,28.7964134,-0.8185318,0.2144059,0.9674906,0.8185318,9.0562468,0.6332052,0.5691662,0.0873413,3.4632208,0.0062508,-0.508934,0.4643978,0.508934,-0.110197,0.7339333,-3.8e-06,0.4060177,-0.299612,30.9678822,5.8474612,3.2751243,0.9370413,0.0746462,0.259098915,1,28.82267442,4.305232558,0.180491895,0.002999932,0.054771639,0.874383842
"35765","XP753","Hybrid_XP753",130,"2",15.49456326,79,34.5782166,-0.6984794,0.6039507,0.8811451,0.6984794,6.4621038,0.4989912,2.6921489,0.2576356,2.4005134,0.0398912,-0.3830729,0.3825907,0.3830729,-0.0061928,0.547937,-9.08e-05,0.4461338,-0.2442971,20.6306686,20.7883854,2.8896976,0.8131309,0.2487178,0.397101908,0.886397059,4.965686275,1.556184012,0.478983088,0.014426134,0.120108842,0.98416114
"35822","M-202","Mini_Core",130,"2",6.019557398,74,28.3355789,-0.7930009,0.2031604,0.9530126,0.7930009,7.864367,0.6040597,0.6166881,0.0829851,3.0866308,0.0071386,-0.4193445,0.4255308,0.4193445,0.015262,0.5832799,-4.8e-06,0.3974316,-0.2754813,21.5739365,5.5584693,3.6659002,0.9102995,0.0697623,0.224002324,1,26.54722222,3.913888889,0.232531831,0.003958333,0.062915287,0.886572951
"33779","IAC600","Tiara",75,"3",6.30347173,66,35.0934105,-0.7498705,0.6602272,0.9516923,0.7498705,6.0098767,0.4806124,3.4160476,0.283132,1.8530151,0.0342204,-0.4953268,0.5020173,0.4953268,0.0179633,0.6546825,-0.0001269,0.3256281,-0.2698981,20.8222351,22.8793945,2.3665762,0.9078598,0.2440017,0.168567067,1,51.46296296,5.626984127,0.172659973,0.003145909,0.0560884,0.667062205
"35207","RoyJ","Santee_Gold",200,"2",16.86852626,89,36.8547745,-0.3246194,0.1871683,0.3548194,0.3246194,0.9632266,0.1228997,2.8311241,0.1045518,0.2806678,0.222278,0.1165274,0.0265246,-0.1165274,0.3327457,-0.1617962,0.001407,0.632971,0.172501,1.5545543,6.9137363,2.4806054,0.2162196,0.0952208,0.53202874,0,87.06104651,7.694767442,0.106193619,0.002585857,0.050851325,0.54492393
"35169","Charleston Gold","Santee_Gold",75,"3",11.4139297,82,35.80933,-0.7973292,0.7034087,0.9477612,0.7973292,7.9247394,0.5269884,3.117795,0.3178285,2.2349384,0.0325509,-0.3695754,0.4662484,0.3695754,0.2643172,0.4524117,-0.0001056,0.2672707,-0.1958247,19.6069069,26.0522976,4.1150622,0.9008125,0.303129,0.225890152,1,19.51704545,3.323863636,0.272051781,0.003954675,0.062886203,0.906549915
"35835","XP753","Mini_Core",130,"3",17.30156731,75,28.7217674,-0.7677471,0.7971168,0.9526997,0.7677471,6.6430039,0.5293325,4.1652937,0.3514004,2.2562599,0.0418654,-0.4722791,0.4970854,0.4722791,0.0667967,0.6139838,-0.0001901,0.3132574,-0.2734434,21.4683781,30.108345,2.7374883,0.9097303,0.3441511,0.191431308,1,62.7890625,6.049479167,0.168960776,0.002675374,0.051724021,0.736396189
"35182","Carolina Gold","Santee_Gold",150,"2",5.271055978,88,32.4111481,-0.6601552,0.5476028,0.8498142,0.6601552,3.9608777,0.3142975,4.3657608,0.2644798,0.9234948,0.0636414,-0.1563766,0.3147689,0.1563766,0.4008558,0.1904762,-0.0001968,0.3124665,-0.104951,6.832871,21.9204731,3.6494598,0.7395763,0.1953227,0.260758718,1,39.89244186,5.078488372,0.172535775,0.002476001,0.049759427,0.879652708
"33789","Scarlett","Tiara",150,"1",11.50569999,86,35.1975021,-0.8548788,0.8754035,0.9766161,0.8548788,11.825099,0.6772106,2.4442644,0.3787057,4.2062736,0.0268553,-0.5397887,0.4692633,0.5397887,-0.1724094,0.8013593,-6.92e-05,0.4237142,-0.2849947,42.9559975,32.0740929,3.838299,0.9543052,0.4259772,0.17351951,1,45.97916667,5.449404762,0.151373108,0.002670599,0.051677843,0.808127473
"33796","Sierra","Tiara",150,"2",8.540372525,88,35.4097977,-0.6355802,0.5813627,0.8824368,0.6355802,3.749774,0.4287575,3.6533871,0.2421473,1.5684086,0.0515415,-0.3494648,0.3577546,0.3494648,0.0182071,0.5073513,-0.0001814,0.4637091,-0.277271,10.506669,19.7722969,2.2142158,0.7954882,0.2079718,0.431454638,0.973986691,18.05810983,3.253512133,0.267704858,0.003577172,0.059809467,0.89836941
"35800","NIL 43","Inbred_Jeff + NIL",130,"3",8.069905797,83,28.1430912,-0.7649915,0.7458307,0.960318,0.7649915,6.5498996,0.5198134,3.9130166,0.3232342,2.171982,0.0367158,-0.5417846,0.5414168,0.5417846,-0.0010371,0.7033515,-0.0001603,0.2977839,-0.2958051,25.502779,26.9662838,2.2429986,0.9236997,0.3004182,0.147533774,1,47.09752322,5.459752322,0.163079949,0.001924201,0.043865719,0.783231005
"35156","Carolina Gold","Santee_Gold",75,"2",6.727909317,89,29.058033,-0.772064,0.792011,0.9703465,0.772064,6.860064,0.5171804,4.4956222,0.3473371,2.15168,0.0373559,-0.6268276,0.6255071,0.6268276,-0.0044406,0.7722176,-0.0001966,0.2313616,-0.3106323,34.472744,29.5839176,1.7995154,0.9424379,0.323864,0.216939976,1,66.88611111,6.358333333,0.155350857,0.002411265,0.049104638,0.779305686
"35174","RoyJ","Santee_Gold",150,"1",16.79683072,90,32.0390091,-0.4296331,0.3202879,0.6405918,0.4296331,1.652663,0.2167794,2.1548471,0.1297697,0.5857517,0.0850004,-0.0791111,0.1255266,0.0791111,0.0995525,0.127678,-7.85e-05,0.7006999,-0.0843717,3.1987133,9.9743404,2.2320857,0.4859784,0.0867096,0.326776625,0.590909091,42.64488636,4.707386364,0.23296221,0.003660092,0.060498692,0.881739436
"35832","XP753","Mini_Core",130,"2",18.78136322,75,36.4140358,-0.4660985,0.324831,0.5756207,0.4660985,1.7619661,0.2146747,3.0967555,0.1702965,0.5492409,0.1415487,0.0732663,0.0761424,-0.0732663,0.3492379,-0.0990237,0.0003992,0.5591247,0.0904699,2.394943,13.2175045,3.1915076,0.406076,0.145015,0.489745825,0.983091787,142.9945652,10.35326087,0.07341354,0.002034351,0.045103784,0.480593261
"35186","Santee Gold","Santee_Gold",150,"2",11.05258419,91,32.4964218,-0.6164357,0.5827889,0.8064022,0.6164357,3.2300091,0.2842941,5.7526288,0.2981082,0.7968276,0.0962222,-0.1052902,0.2696622,0.1052902,0.408279,0.1297982,-0.0002742,0.339963,-0.0793702,5.2673697,26.2984562,3.4359951,0.6764877,0.2317026,0.265651011,1,35.38953488,4.813953488,0.193405184,0.002906977,0.053916387,0.857081663
"35770","XP753","Hybrid_XP753",130,"3",15.28378214,79,27.882309,-0.8091165,0.1943882,0.9554636,0.8091165,8.8719645,0.643748,0.4616509,0.0790783,3.7060535,0.0061871,-0.4071,0.3787532,0.4071,-0.0610596,0.622301,-2.9e-06,0.4810592,-0.2790181,23.3800926,5.2500377,4.176558,0.9149343,0.0691077,0.189481905,1,7.970588235,2.045751634,0.390037289,0.008537048,0.092396146,0.934609023
"33779","IAC600","Tiara",75,"3",6.30347173,66,33.6736832,-0.6138785,0.5004939,0.879294,0.6138785,3.301126,0.3835474,3.7186289,0.211931,1.2684057,0.0476367,-0.3463564,0.3872367,0.3463564,0.0994098,0.4713106,-0.0001754,0.3994285,-0.2708072,9.1789722,16.9246483,2.057858,0.7869409,0.1632712,0.359735609,0.998790079,24.49233716,3.939335888,0.201353322,0.004057934,0.063701919,0.688620669
"33809","Sierra","Tiara",200,"1",7.955336933,88,36.3059959,-0.8332278,0.8625622,0.9754145,0.8332278,10.5999737,0.6366591,3.4328244,0.3816789,3.5919244,0.0310484,-0.5789217,0.5652459,0.5789217,-0.0390656,0.7504933,-0.0001359,0.2889037,-0.2961682,43.9547577,32.8793983,3.0811219,0.9521139,0.4158808,0.252484872,1,17.62626263,3.227272727,0.273441088,0.004313973,0.065680842,0.943703982
"35750","XP753","Hybrid_XP753",130,"1",13.11359692,79,36.1684914,-0.3473782,0.2093422,0.3929417,0.3473782,1.0796193,0.1361692,2.7577815,0.114046,0.3182061,0.2033467,0.1092173,0.0327728,-0.1092173,0.3298036,-0.1516652,0.0011367,0.6279845,0.1572228,1.6750607,7.8621945,2.5855887,0.2474134,0.100071,0.466189329,0.189792663,49.92929293,5.579124579,0.162377609,0.001798286,0.042406201,0.884687722
"33764","Scarlett","Tiara",75,"1",10.56505453,79,30.3251762,-0.7443262,0.7593582,0.94473,0.7443262,5.8693967,0.503473,4.4128876,0.3350657,2.0362794,0.0446783,-0.4548532,0.4916484,0.4548532,0.0991541,0.5855687,-0.0002151,0.3066492,-0.2767201,18.4908638,28.5680695,2.5721369,0.8953682,0.3168444,0.313063827,1,48.74166667,5.419444444,0.165107636,0.002727623,0.052226655,0.779428645
"35173","Charleston Gold","Santee_Gold",150,"1",9.524035311,87,36.6891022,-0.3420862,0.2133504,0.3910186,0.3420862,1.0521764,0.1332379,2.939342,0.1166403,0.3098725,0.2147103,0.1058118,0.03383,-0.1058118,0.3233873,-0.1476088,0.0012136,0.6326272,0.1522107,1.662148,8.1977406,2.5355811,0.245138,0.1024627,0.516134709,0.180878553,45.27325581,5.319767442,0.184608809,0.002653461,0.051511759,0.897445675
"35780","NIL 43","Inbred_Jeff + NIL",130,"1",8.6742884,85,31.034359,-0.6762013,0.520714,0.8313763,0.6762013,4.2049561,0.3259993,3.281688,0.252477,0.9706005,0.0612767,-0.0710789,0.2369666,0.0710789,0.4067336,0.0884333,-7.48e-05,0.3659981,-0.0491819,6.0368466,20.2638779,4.5186815,0.7120547,0.1955371,0.153004206,1,57.72600619,5.917956656,0.164350009,0.001991297,0.044623948,0.745703134
"35148","Santee Gold","Santee_Gold",75,"1",10.55358324,90,31.1242218,-0.7346034,0.8421505,0.9411204,0.7346034,5.5614543,0.441783,5.5766935,0.3793574,1.5861554,0.0557987,-0.4448974,0.495243,0.4448974,0.1381719,0.563578,-0.0003437,0.2907192,-0.2432809,17.1495972,34.1172523,2.527524,0.8888456,0.3469747,0.305486693,1,44.06976744,5.505813953,0.130349649,0.002775994,0.0526877,0.824363999
"35779","XP753","Hybrid_XP753",130,"3",14.82135417,79,27.6284542,-0.8155442,0.1970649,0.96185,0.8155442,9.0883932,0.6537398,0.4737191,0.0800718,3.8235993,0.0058994,-0.459707,0.4095098,0.459707,-0.1158969,0.6986691,-2.9e-06,0.468292,-0.3030818,27.4953232,5.324316,3.7147312,0.9267,0.0700496,0.170148764,1,21.8989899,3.69023569,0.227923168,0.002502579,0.050025784,0.917368849
"33762","Tiara","Tiara",75,"1",5.922051466,71,32.9642487,-0.5066351,0.2942991,0.6848174,0.5066351,2.0791576,0.2099677,2.5595183,0.1364399,0.534122,0.0662343,-0.0284647,0.166344,0.0284647,0.3230422,0.0367325,-2.74e-05,0.4860281,-0.0217229,3.316448,10.109127,2.9044812,0.5243722,0.0838583,0.260309897,0.897727273,59.32323232,6.333333333,0.134159725,0.002273365,0.047679817,0.78422892
"33794","Tiara","Tiara",150,"2",7.642744386,72,37.1284294,-0.8039609,0.8289515,0.950966,0.8039609,8.2407942,0.5262923,3.576102,0.3754651,2.2259917,0.0392166,-0.3786423,0.4442521,0.3786423,0.171212,0.4851857,-0.0001459,0.3187864,-0.1921834,20.5712242,32.4548073,4.1787982,0.9065505,0.3762795,0.296523308,1,38.15909091,4.778409091,0.199021577,0.002978112,0.054572082,0.807200853
"35213","RoyJ","Santee_Gold",200,"3",17.00044605,88,36.2978172,-0.3338847,0.2032976,0.3797254,0.3338847,1.005671,0.1277525,3.1594105,0.113024,0.2935461,0.2167108,0.1069555,0.0366941,-0.1069555,0.334121,-0.1479094,0.0012431,0.6191291,0.1551467,1.6200421,7.8804312,2.4857087,0.2352213,0.0992978,0.478596159,0.002325581,138.6356589,10.12919897,0.073481017,0.001919623,0.043813501,0.552482934
"35156","Carolina Gold","Santee_Gold",75,"2",6.727909317,89,30.8433361,-0.7387262,0.8770891,0.9316159,0.7387262,5.7076039,0.4539506,5.9269304,0.4074733,1.668106,0.0632999,-0.3771897,0.4574857,0.3771897,0.2148342,0.4722071,-0.000394,0.2917691,-0.2182758,14.9762945,37.7090912,3.0379236,0.872159,0.3972865,0.279501082,1,41.74086379,5.009966777,0.206776034,0.00301873,0.054942975,0.844626651
"35184","Santee Gold","Santee_Gold",150,"2",9.908323397,90,28.3657875,-0.817496,0.2291081,0.9715437,0.817496,8.9832401,0.6477133,0.63313,0.0932867,3.684329,0.0066316,-0.5581415,0.492397,0.5581415,-0.16616,0.8079052,-4.5e-06,0.3967995,-0.336418,35.208107,6.2881007,2.8359342,0.9446649,0.0808071,0.226302947,1,36.83139535,4.854651163,0.175887467,0.002695714,0.051920265,0.847866286
"35183","RoyJ","Santee_Gold",150,"2",16.67064657,89,29.9269371,-0.8815487,0.7958401,0.9803736,0.8815487,15.1423359,0.7030691,1.9055482,0.3502604,4.768002,0.0189034,-0.5254347,0.5109718,0.5254347,-0.0382725,0.7068012,-4.01e-05,0.3365754,-0.2480252,52.1094627,28.6330853,5.0307508,0.9615192,0.3904144,0.145026034,1,39.04086845,4.831417625,0.197483792,0.001857398,0.043097535,0.80413018
"33822","IAC600","Tiara",200,"2",6.091252936,70,30.2988625,-0.6008184,0.4748851,0.8315502,0.6008184,3.0860074,0.2591493,4.00528,0.2154755,0.7114993,0.0558734,-0.2143937,0.3289396,0.2143937,0.2827939,0.2726085,-0.0001983,0.3633122,-0.1424052,6.6086888,17.5467625,2.6283998,0.7155664,0.137461,0.11827463,0.995454545,47.60606061,5.611111111,0.148632492,0.002426411,0.049258609,0.802817973
"33768","Sierra","Tiara",75,"1",9.526903133,84,28.8732166,-0.7234232,0.158634,0.9473261,0.7234232,5.2831049,0.5192813,0.666066,0.0639675,2.1749322,0.0073858,-0.50761,0.4602332,0.50761,-0.1164714,0.7368605,-5.2e-06,0.412826,-0.34081,19.3368988,4.3350315,2.0491135,0.900018,0.0485213,0.264948062,1,51.2994186,5.770348837,0.147008711,0.002725291,0.052204317,0.775030095
"35166","Charleston Gold","Santee_Gold",75,"3",11.95308015,82,28.7588673,-0.7805876,0.1760733,0.9583424,0.7805876,7.170115,0.578693,0.5839627,0.0715129,2.7608752,0.0062549,-0.4963332,0.4725762,0.4963332,-0.0600728,0.6935905,-3.9e-06,0.3796794,-0.3057936,24.3870773,4.7824392,2.7443089,0.9200663,0.0577417,0.256239409,1,31.47674419,4.48255814,0.193961917,0.002983031,0.054617134,0.86017141
"33813","Tiara","Tiara",200,"1",6.773794461,76,31.0394192,-0.6098951,0.5147496,0.8211071,0.6098951,3.1603456,0.3128666,4.1065402,0.2386603,0.9158068,0.0696286,-0.1531872,0.2716159,0.1531872,0.2826931,0.2002094,-0.0002017,0.4112774,-0.1212409,5.6964698,19.7072449,3.0776756,0.6972373,0.1816025,0.158090175,1,61.93465909,6.377840909,0.132839668,0.002288062,0.047833688,0.826332815
"33774","Sierra","Tiara",75,"2",8.356831947,84,31.7704411,-0.3206355,0.2358169,0.5599471,0.3206355,0.9770547,0.1085703,3.1408145,0.0993304,0.2505631,0.0898746,-0.0869574,0.1612581,0.0869574,0.1632231,0.1294896,-0.0001442,0.6045405,-0.0997384,2.379096,7.8342233,1.6495038,0.3945034,0.0417732,0.308565301,0.145780051,64.80232558,6.63372093,0.120027172,0.002564731,0.050643173,0.722646446
"33803","Tiara","Tiara",150,"3",5.05023372,74,34.6824875,-0.8296326,0.8304216,0.9742872,0.8296326,9.8199472,0.6153694,2.7926133,0.3562258,3.2162945,0.0289557,-0.5673452,0.4983423,0.5673452,-0.17532,0.8206518,-8.61e-05,0.3938312,-0.2828162,39.2425079,29.8635674,2.9926932,0.949877,0.3725212,0.149016149,1,59.78488372,6.075581395,0.146425585,0.002940779,0.054228948,0.720425224
"35193","Carolina Gold","Santee_Gold",150,"3",5.643872777,88,36.7280731,-0.3813576,0.2233869,0.4441715,0.3813576,1.2383599,0.1404284,3.2128227,0.124584,0.3273952,0.1735893,0.1057615,0.0543288,-0.1057615,0.3789317,-0.1410052,0.0008525,0.5576514,0.1417016,1.8143179,8.843442,2.7667508,0.2868953,0.0974327,0.519873466,0.197727273,57.29292929,6.227272727,0.140996174,0.00222235,0.047141805,0.802786594
"35207","RoyJ","Santee_Gold",200,"2",16.86852626,89,30.3334503,-0.7033163,0.7149826,0.8871635,0.7033163,4.864284,0.4286886,4.5422392,0.3320541,1.5261289,0.0669739,-0.2185152,0.3200346,0.2185152,0.2452415,0.2864234,-0.0002636,0.3885905,-0.1546557,9.208725,29.0494366,3.7514675,0.7979349,0.3102803,0.120599134,1,34.41414141,4.934343434,0.157925702,0.002200031,0.046904484,0.921747274
